row_id,monthly_charges,total_charges,contract,internet_service,paperless_billing_flag,autopay_flag,num_services,senior_citizen_flag,partner_flag,dependents_flag,payment_method,gender,contract_term_months,long_contract_flag,long_contract_and_autopay_flag,electronic_check_flag,mailed_check_flag,bank_auto_flag,card_auto_flag,paperless_or_autopay_flag,paperless_and_autopay_flag,num_streaming,num_security,addon_heavy_flag,service_penetration,charge_gap_vs_avg,monthly_to_total_ratio,mc_z_by_service,mc_pct_by_service,high_price_by_service_flag,fiber_and_high_price_flag,household_type,S_at_h,ChurnRisk_at_h,RiskSegment
3680,59.65,683.25,Month-to-month,DSL,1,1,3,0,1,1,Bank transfer (automatic),Male,1,0,0,0,0,0,0,1,1,1,1,0,0.375,-2.4636363636363683,0.9603366264023948,0.09602647004071414,0.5556705298013245,0,0,family,0.9776945221871844,0.022305477812815555,Low
7022,49.95,49.95,Month-to-month,DSL,0,0,2,0,0,0,Electronic check,Female,1,0,0,1,0,0,0,0,0,0,1,0,0.25,0.0,0.99999999997998,-0.5003033161661478,0.3170529801324503,0,0,single,0.014369136379845597,0.9856308636201544,High
29,78.05,2135.5,Month-to-month,Fiber optic,1,0,3,1,0,1,Electronic check,Female,1,0,0,1,0,0,0,1,0,0,1,0,0.375,-1.042592592592598,0.986818075379703,-1.062156504431873,0.17651808785529716,0,0,single_with_kids,0.9809739119562002,0.019026088043799794,Low
6053,61.2,4390.25,Two year,DSL,1,1,5,0,0,0,Credit card (automatic),Male,24,1,1,0,0,0,0,1,1,2,3,1,0.625,0.22430555555555998,1.0036786059854759,0.19131628123871816,0.6047185430463576,0,0,single,0.9995333758414413,0.00046662415855869277,Low
6810,95.9,6503.2,Month-to-month,Fiber optic,1,0,5,1,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,1,2,1,0.625,0.2647058823529562,1.0027678681159755,0.3474577322526257,0.6149870801033591,0,0,single,0.9950629368366075,0.0049370631633924855,Low
3227,90.05,4931.8,Month-to-month,Fiber optic,1,0,4,1,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,1,1,1,0.5,-1.279629629629639,0.9859888884275023,-0.11451668145069782,0.4551033591731266,0,0,single,0.991074632420376,0.008925367579624033,Low
6403,89.65,3348.1,One year,DSL,1,1,7,0,0,0,Credit card (automatic),Female,12,1,1,0,0,0,0,1,1,2,3,1,0.875,-3.3527777777777743,0.9639497028061581,1.9403453964536903,0.9762003311258278,1,0,single,0.9979534606769956,0.0020465393230043594,Low
6012,25.0,78.25,Month-to-month,DSL,0,0,0,0,1,0,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-1.0833333333333321,0.9584664536373751,-2.034161889966273,0.01676324503311258,0,0,couple_no_kids,0.5382159418184456,0.46178405818155444,High
1885,59.6,2970.3,Month-to-month,DSL,0,1,4,0,1,1,Credit card (automatic),Male,1,0,0,0,0,0,0,1,0,0,3,1,0.5,-1.0183673469387813,0.9832003501167637,0.09295260516335936,0.5538079470198676,0,0,family,0.9983795856457159,0.001620414354284061,Low
3932,80.1,336.15,Month-to-month,Fiber optic,1,0,3,0,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,1,0,0.375,-3.9375,0.9531459169899967,-0.9002680346725891,0.23094315245478036,0,0,single,0.28796097025118983,0.7120390297488102,High
2801,94.8,5264.3,One year,Fiber optic,0,1,4,1,0,1,Credit card (automatic),Male,12,1,1,0,0,0,0,1,0,2,1,1,0.5,0.794642857142847,1.0084531656523235,0.26059074847935065,0.5713824289405685,0,0,single_with_kids,0.9984679548438088,0.0015320451561912085,Low
2110,60.05,4176.7,Two year,DSL,1,1,5,0,0,0,Bank transfer (automatic),Male,24,1,1,0,0,0,0,1,1,2,3,1,0.625,-0.4818840579710155,0.9920391696630233,0.12061738905955374,0.5767798013245033,0,0,single,0.9995655233844769,0.0004344766155230939,Low
6753,77.55,5574.35,Two year,DSL,0,1,5,0,1,1,Credit card (automatic),Female,24,1,1,0,0,0,0,1,0,2,2,1,0.625,-0.9619718309859167,0.9877474503627992,1.1964700961337895,0.8528559602649006,1,0,family,0.9997570810610944,0.0002429189389056008,Low
3374,85.4,5869.4,Month-to-month,Fiber optic,1,1,4,0,1,0,Bank transfer (automatic),Female,1,0,0,0,0,0,0,1,1,0,2,1,0.5,0.3362318840579803,1.003952703842084,-0.48172711285590253,0.35239018087855295,0,0,couple_no_kids,0.9965184797584905,0.003481520241509495,Low
2409,50.35,1277.5,Month-to-month,DSL,1,1,3,0,0,0,Credit card (automatic),Female,1,0,0,0,0,0,0,1,1,2,1,0,0.375,1.2153846153846146,1.0247358121122168,-0.4757123971473082,0.33857615894039733,0,0,single,0.9822749605112723,0.017725039488727723,Low
6118,60.55,1982.6,Month-to-month,DSL,0,0,4,0,0,0,Electronic check,Female,1,0,0,1,0,0,0,0,0,0,3,1,0.5,3.904285714285713,1.0689246443874647,0.15135603783310334,0.5902317880794702,0,0,single,0.9899058139101186,0.01009418608988144,Low
2382,24.6,1266.4,One year,No,1,1,2,0,0,0,Bank transfer (automatic),Male,12,1,1,0,0,0,0,1,1,0,0,0,1.0,-0.23137254901960702,0.9906822488546078,1.630143815062951,0.843421052631579,1,0,single,0.9987859480621178,0.0012140519378821546,Low
244,19.25,112.3,Month-to-month,No,0,0,1,0,0,0,Electronic check,Male,1,0,0,1,0,0,0,0,0,0,0,0,0.5,3.207142857142859,1.1999109527301928,-0.8448759297288106,0.06019736842105263,0,0,single,0.8436093304301008,0.15639066956989922,Medium
6776,23.5,173.0,Month-to-month,No,0,0,2,0,0,0,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,0,0,1.0,-1.2142857142857153,0.9508670519846469,1.1212612507132425,0.780921052631579,1,0,single,0.8687741882620463,0.13122581173795367,Medium
6460,99.05,5295.7,Month-to-month,Fiber optic,1,1,5,1,1,0,Credit card (automatic),Male,1,0,0,0,0,0,0,1,1,2,1,1,0.625,0.981481481481481,1.0100081197850066,0.5962131857851836,0.6739341085271318,0,0,couple_no_kids,0.9928248914394089,0.007175108560591115,Low
5803,54.05,2375.2,Two year,DSL,1,1,5,0,1,1,Credit card (automatic),Male,24,1,1,0,0,0,0,1,1,1,4,1,0.625,0.06818181818182012,1.0012630515139544,-0.24824639622304143,0.40749172185430466,0,0,family,0.9997372192904312,0.0002627807095687551,Low
6385,44.7,276.5,Month-to-month,DSL,0,1,1,1,0,0,Credit card (automatic),Male,1,0,0,0,0,0,0,1,0,0,0,0,0.125,-1.3833333333333329,0.9699819167963115,-0.8230591282884185,0.1912251655629139,0,0,single,0.7713427705401776,0.22865722945982236,Medium
5012,73.15,3088.25,One year,DSL,0,0,5,0,1,1,Electronic check,Male,12,1,0,1,0,0,0,0,0,2,2,1,0.625,-0.3797619047618923,0.9948352626756957,0.9259699869265536,0.7942880794701986,1,0,family,0.9988884878819086,0.0011115121180913512,Low
1356,84.1,3021.6,Month-to-month,Fiber optic,1,0,3,1,1,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,1,0,0,0.375,0.1666666666666572,1.0019857029269024,-0.584388093678864,0.30361757105943155,0,0,couple_no_kids,0.9737638338790561,0.026236166120943927,Low
1459,89.45,240.45,Month-to-month,Fiber optic,1,0,3,0,0,0,Electronic check,Female,1,0,0,1,0,0,0,1,0,2,0,0,0.375,9.300000000000011,1.1160324391626197,-0.16189867259975613,0.42910206718346255,0,0,single,0.14380837230478227,0.8561916276952177,High
4826,45.35,45.35,Month-to-month,DSL,0,0,1,0,0,0,Mailed check,Female,1,0,0,0,1,0,0,0,0,0,0,0,0.125,0.0,0.9999999999779493,-0.7830988848828041,0.2257864238410596,0,0,single,0.001994894699527181,0.9980051053004728,High
4620,69.8,146.65,Month-to-month,Fiber optic,1,0,1,0,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,0,0,0.125,-3.5250000000000057,0.9519263552546616,-1.7136588827314307,0.026808785529715762,0,0,single,0.09262941376532767,0.9073705862346724,High
6904,55.95,1082.8,Month-to-month,DSL,0,0,2,0,1,1,Mailed check,Female,1,0,0,0,1,0,0,0,0,1,0,0,0.25,-4.205555555555549,0.9300886590166777,-0.1314395308835526,0.4958609271523179,0,0,family,0.9830703074777353,0.016929692522264728,Low
6969,89.2,3251.3,One year,Fiber optic,1,0,4,0,0,0,Electronic check,Male,12,1,0,1,0,0,0,1,0,1,2,1,0.5,-3.694285714285712,0.9602312920882083,-0.18164116891186394,0.41973514211886304,0,0,single,0.9959504140968726,0.004049585903127428,Low
5600,48.8,1536.75,Month-to-month,DSL,1,0,2,0,0,0,Mailed check,Female,1,0,0,0,1,0,0,1,0,0,1,0,0.25,-2.4250000000000043,0.9526598340468002,-0.5710022083453121,0.2717301324503311,0,0,single,0.9796542549109312,0.020345745089068834,Low
4237,19.65,92.05,Month-to-month,No,1,1,1,0,0,0,Credit card (automatic),Female,1,0,0,0,0,0,0,1,1,0,0,0,0.5,1.2399999999999984,1.0673546984754287,-0.6598277245107357,0.22302631578947368,0,0,single,0.824688655505415,0.17531134449458496,Medium
5105,48.75,179.85,Month-to-month,DSL,0,0,2,1,0,0,Mailed check,Female,1,0,0,0,1,0,0,0,0,0,0,0,0.25,3.7875000000000014,1.0842368640292637,-0.574076073222667,0.26924668874172186,0,0,single,0.4147277078423505,0.5852722921576494,High
2275,78.95,2647.2,One year,Fiber optic,1,1,2,0,1,1,Bank transfer (automatic),Male,12,1,1,0,0,0,0,1,1,1,0,0,0.25,1.0911764705882376,1.0140148080860998,-0.9910835177082844,0.18976098191214472,0,0,family,0.9990592948815319,0.0009407051184681103,Low
6143,18.8,1094.35,Two year,No,0,1,1,0,0,0,Credit card (automatic),Male,24,1,1,0,0,0,0,1,0,0,0,0,0.5,-0.399122807017541,0.9792114039787866,-1.0530551605991454,0.006578947368421052,0,0,single,0.9995411968153552,0.00045880318464475156,Low
6965,104.15,7365.3,Two year,Fiber optic,1,1,6,0,1,0,Credit card (automatic),Male,24,1,1,0,0,0,0,1,1,2,2,1,0.75,0.41338028169013796,1.0039849021667435,0.9989601105521836,0.8039405684754521,1,1,couple_no_kids,0.999324649150009,0.000675350849991041,Low
3864,24.15,812.5,Month-to-month,DSL,0,0,0,0,0,0,Electronic check,Female,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.9357142857142833,1.040307692262879,-2.086417592881307,0.0016556291390728477,0,0,single,0.9342114298039449,0.06578857019605511,Low
6769,83.85,2310.2,Month-to-month,DSL,0,0,7,1,1,0,Electronic check,Female,1,0,0,1,0,0,0,0,0,2,3,1,0.875,-1.712962962962962,0.9799800882925895,1.5837770706805143,0.9265314569536424,1,0,couple_no_kids,0.9900231648920168,0.009976835107983195,Low
2726,97.95,5936.55,One year,Fiber optic,1,1,5,1,1,0,Credit card (automatic),Female,12,1,1,0,0,0,0,1,1,1,2,1,0.625,2.1991935483871003,1.022967885377294,0.5093462020119096,0.647609819121447,0,0,couple_no_kids,0.9982751343154358,0.001724865684564203,Low
3019,45.05,1790.6,One year,DSL,0,1,3,0,0,0,Bank transfer (automatic),Male,12,1,1,0,0,0,0,1,0,1,2,0,0.375,-0.8628205128205124,0.9812074164870619,-0.8015420741469341,0.21026490066225165,0,0,single,0.9988434102358568,0.0011565897641432343,Low
5514,110.75,7751.7,Two year,Fiber optic,1,0,7,0,1,0,Electronic check,Female,24,1,0,1,0,0,0,1,0,2,3,1,0.875,3.0875000000000057,1.0286775803921637,1.5201620131918294,0.9429909560723514,1,1,couple_no_kids,0.9993628944164815,0.0006371055835184825,Low
6417,88.7,6501.35,Two year,DSL,0,1,8,0,1,1,Credit card (automatic),Male,24,1,1,0,0,0,0,1,0,2,4,1,1.0,-1.59652777777778,0.9823190568003988,1.8819419637839458,0.9699917218543046,1,0,family,0.9998631761927177,0.0001368238072823047,Low
6761,23.55,1173.35,Two year,No,0,0,2,0,1,1,Mailed check,Male,24,1,0,0,1,0,0,0,0,0,0,0,1.0,-0.8947916666666629,0.9633954062758403,1.1443922763655023,0.7819078947368421,1,0,family,0.9995511893726857,0.0004488106273142778,Low
367,94.25,3217.55,Month-to-month,Fiber optic,1,0,5,1,1,0,Electronic check,Female,1,0,0,1,0,0,0,1,0,1,2,1,0.625,-0.3838235294117709,0.9959441189619859,0.2171572565927137,0.5445736434108527,0,0,couple_no_kids,0.9828563336051446,0.017143666394855428,Low
5408,99.25,4920.8,One year,Fiber optic,1,1,5,0,1,0,Credit card (automatic),Male,12,1,1,0,0,0,0,1,1,2,2,1,0.625,-1.174489795918376,0.9883047471857366,0.61200718283487,0.6808785529715762,0,0,couple_no_kids,0.9976386272772289,0.002361372722771149,Low
53,50.05,179.35,Month-to-month,DSL,0,0,2,0,1,0,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,1,0,0.25,5.212499999999999,1.1162531363007249,-0.4941555864114382,0.3216059602649007,0,0,couple_no_kids,0.5001379751729805,0.49986202482701947,High
2344,104.6,6819.45,One year,Fiber optic,0,1,6,1,1,0,Credit card (automatic),Female,12,1,1,0,0,0,0,1,0,2,2,1,0.75,1.2749999999999915,1.0123397048051066,1.0344966039139767,0.8192829457364341,1,1,couple_no_kids,0.9979133861955685,0.0020866138044315363,Low
6202,85.35,5897.4,Two year,DSL,1,1,7,0,0,0,Credit card (automatic),Female,24,1,1,0,0,0,0,1,1,2,3,1,0.875,-0.11956521739131176,0.9986010784296632,1.6759930170011632,0.9484685430463576,1,0,single,0.9996576321277217,0.0003423678722782597,Low
2956,20.25,36.8,Month-to-month,No,0,0,1,0,0,0,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,0,0,0.5,1.8500000000000014,1.1005434782010575,-0.3822554166836217,0.55625,0,0,single,0.7909468972989852,0.20905310270101485,Medium
4881,20.25,20.25,Month-to-month,No,1,0,1,0,0,0,Mailed check,Female,1,0,0,0,1,0,0,1,0,0,0,0,0.5,0.0,0.9999999999506173,-0.3822554166836217,0.55625,0,0,single,0.2355524080101951,0.7644475919898048,High
1699,74.4,74.4,Month-to-month,Fiber optic,1,0,2,1,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,0,0,0.25,0.0,0.9999999999865591,-1.3503969505886464,0.10497416020671835,0,0,single,2.534043613327336e-05,0.9999746595638668,High
1462,79.8,973.45,Month-to-month,Fiber optic,1,0,3,0,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,2,0,0.375,4.919230769230765,1.0656941804778324,-0.9239590302471182,0.2177002583979328,0,0,single,0.8871536963558334,0.11284630364416659,Medium
1048,85.8,1727.5,Month-to-month,Fiber optic,1,1,3,1,0,0,Credit card (automatic),Female,1,0,0,0,0,0,0,1,1,1,0,0,0.375,-0.5750000000000028,0.9933429811751855,-0.4501391187565307,0.36611757105943155,0,0,single,0.962518395396216,0.037481604603784024,Low
2105,19.9,1355.1,Two year,No,1,1,1,0,0,0,Credit card (automatic),Male,24,1,1,0,0,0,0,1,1,0,0,0,0.5,0.8140845070422529,1.0426536786406697,-0.5441725962494385,0.35888157894736844,0,0,single,0.9996102325445269,0.0003897674554731445,Low
2325,109.55,3608.0,One year,Fiber optic,1,1,7,0,0,0,Bank transfer (automatic),Female,12,1,1,0,0,0,0,1,1,2,3,1,0.875,-3.200000000000003,0.9716186252685444,1.4253980308937118,0.9202196382428941,1,1,single,0.995860001747966,0.004139998252034038,Low
6158,24.45,1709.1,Two year,No,0,1,2,0,1,1,Bank transfer (automatic),Female,24,1,1,0,0,0,0,1,0,0,0,0,1.0,0.7125000000000021,1.0300157977449178,1.5607507381061716,0.8296052631578947,1,0,family,0.999760213821632,0.00023978617836795113,Low
784,74.4,2276.95,Month-to-month,Fiber optic,1,0,2,1,0,0,Electronic check,Female,1,0,0,1,0,0,0,1,0,0,1,0,0.25,3.2453125000000114,1.0456092579839438,-1.3503969505886464,0.10497416020671835,0,0,single,0.968610267965056,0.031389732034943996,Low
3791,80.45,5662.25,Two year,DSL,1,1,6,0,1,0,Bank transfer (automatic),Female,24,1,1,0,0,0,0,1,1,2,2,1,0.75,0.7000000000000028,1.0087774294544354,1.3747542590203776,0.8925910596026491,1,0,couple_no_kids,0.9995886173676978,0.00041138263230222627,Low
3950,55.2,220.65,Month-to-month,DSL,0,0,3,0,0,0,Electronic check,Female,1,0,0,1,0,0,0,0,0,0,2,0,0.375,0.03750000000000142,1.0006798096351566,-0.17754750404387698,0.464817880794702,0,0,single,0.589803853851082,0.410196146148918,High
3180,48.75,48.75,Month-to-month,DSL,1,0,2,0,1,1,Mailed check,Male,1,0,0,0,1,0,0,1,0,0,1,0,0.25,0.0,0.9999999999794873,-0.574076073222667,0.26924668874172186,0,0,family,0.11189589815283559,0.8881041018471644,High
1580,89.75,608.8,Month-to-month,Fiber optic,1,0,4,0,1,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,1,2,1,0.5,2.778571428571439,1.0319480946004869,-0.13820767702522696,0.44202196382428943,0,0,couple_no_kids,0.7093735737534652,0.2906264262465348,Medium
6429,25.5,630.6,Two year,No,0,1,2,0,1,1,Credit card (automatic),Male,24,1,1,0,0,0,0,1,0,0,0,0,1.0,0.2759999999999998,1.0109419599979803,2.0465022768036203,0.9509868421052632,1,0,family,0.9995835975885426,0.0004164024114573506,Low
26,76.5,2868.15,Month-to-month,Fiber optic,1,0,2,1,1,1,Electronic check,Female,1,0,0,1,0,0,0,1,0,0,0,0,0.25,-1.0175675675675677,0.9868730714793458,-1.1845599815669412,0.16925064599483206,0,0,family,0.9907833347224091,0.009216665277590907,Low
1053,93.5,362.2,Month-to-month,Fiber optic,1,0,5,0,0,0,Electronic check,Female,1,0,0,1,0,0,0,1,0,1,2,1,0.625,2.950000000000003,1.0325786857975419,0.15792976765639025,0.5203488372093024,0,0,single,0.45362928796916385,0.5463707120308361,High
902,61.45,229.55,Month-to-month,DSL,0,1,3,0,1,1,Credit card (automatic),Male,1,0,0,0,0,0,0,1,0,1,1,0,0.375,4.0625,1.0707906773936695,0.20668560562549296,0.6123758278145696,0,0,family,0.9093757582070928,0.09062424179290718,Low
5573,109.3,7782.85,Two year,Fiber optic,0,1,7,0,1,1,Credit card (automatic),Male,24,1,1,0,0,0,0,1,0,2,4,1,0.875,-0.31760563380282747,0.9971026037928529,1.405655534581604,0.9156976744186046,1,1,family,0.9998066128274641,0.0001933871725359193,Low
6178,48.8,720.1,Month-to-month,DSL,1,0,2,0,0,0,Mailed check,Female,1,0,0,0,1,0,0,1,0,0,0,0,0.25,0.7933333333333294,1.0165254825506904,-0.5710022083453121,0.2717301324503311,0,0,single,0.9422654221753796,0.05773457782462044,Low
5967,20.65,20.65,Month-to-month,No,0,0,1,0,0,0,Electronic check,Male,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0.0,0.9999999999515738,-0.19720721146554673,0.7059210526315789,0,0,single,0.31548435312365,0.68451564687635,High
6945,18.7,383.65,Two year,No,1,0,1,0,1,1,Mailed check,Female,24,1,0,0,1,0,0,1,0,0,0,0,0.5,3.354000000000001,1.2185585819615172,-1.099317211903665,0.0029605263157894738,0,0,family,0.99906396514197,0.0009360348580299549,Low
4672,20.15,989.05,One year,No,0,1,1,0,0,0,Credit card (automatic),Male,12,1,1,0,0,0,0,1,0,0,0,0,0.5,0.3689999999999998,1.0186542641414158,-0.4285174679881412,0.5075657894736842,0,0,single,0.9983345610712179,0.0016654389287821258,Low
240,44.95,85.15,Month-to-month,DSL,0,0,1,1,0,0,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,0,0,0.125,2.375,1.0557839107209446,-0.8076898039016437,0.20281456953642385,0,0,single,0.19651767510238727,0.8034823248976127,High
6699,55.0,1885.15,One year,DSL,0,0,3,0,0,0,Mailed check,Female,12,1,0,0,1,0,0,0,0,0,2,0,0.375,-0.4455882352941174,0.9919635042125419,-0.189842963553297,0.455091059602649,0,0,single,0.9980830989361369,0.0019169010638631079,Low
5859,99.0,6375.8,Two year,Fiber optic,1,1,5,0,1,0,Bank transfer (automatic),Female,24,1,1,0,0,0,0,1,1,2,2,1,0.625,-0.6218750000000028,0.9937576460893377,0.5922646865227622,0.6711886304909561,0,0,couple_no_kids,0.9994202524434909,0.0005797475565091359,Low
2705,19.25,48.35,Month-to-month,No,0,0,1,0,0,1,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,0,0,0.5,-4.925000000000001,0.796277145778851,-0.8448759297288106,0.06019736842105263,0,0,single_with_kids,0.8234177788211213,0.17658222117887867,Medium
2131,89.15,574.35,Month-to-month,Fiber optic,1,0,3,1,0,0,Electronic check,Female,1,0,0,1,0,0,0,1,0,2,0,0,0.375,7.1000000000000085,1.0865326020586652,-0.1855896681742853,0.41698966408268734,0,0,single,0.525238241150235,0.474761758849765,High
4217,81.3,5129.3,Two year,DSL,1,0,7,0,1,0,Mailed check,Female,24,1,0,0,1,0,0,1,0,1,4,1,0.875,1.1546874999999943,1.0144074240023155,1.4270099619354115,0.9091473509933775,1,0,couple_no_kids,0.9995975589605408,0.0004024410394591893,Low
4737,24.15,1402.25,Two year,No,0,1,2,0,1,1,Bank transfer (automatic),Male,24,1,1,0,0,0,0,1,0,0,0,0,1.0,-0.8901785714285744,0.9644499910472388,1.4219645841926147,0.805921052631579,1,0,family,0.9997494268147784,0.000250573185221592,Low
4435,85.75,5688.45,Month-to-month,Fiber optic,1,0,4,1,1,1,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,2,1,0.5,-1.7646153846153823,0.979836335018557,-0.45408761801895203,0.3646640826873385,0,0,family,0.9988297802196807,0.0011702197803192815,Low
6009,20.55,469.85,Month-to-month,No,1,0,1,0,0,1,Electronic check,Female,1,0,0,1,0,0,0,1,0,0,0,0,0.5,-0.8068181818181834,0.9622219856950752,-0.24346926277006464,0.6796052631578947,0,0,single_with_kids,0.9771820898288489,0.02281791017115109,Low
610,103.25,5037.55,One year,Fiber optic,1,1,6,0,1,0,Credit card (automatic),Female,12,1,1,0,0,0,0,1,1,2,2,1,0.75,-1.6989583333333371,0.9838115750618409,0.9278871238285951,0.7813307493540051,1,1,couple_no_kids,0.9967266347829276,0.0032733652170724437,Low
365,49.95,49.95,Month-to-month,DSL,1,1,2,0,0,0,Bank transfer (automatic),Female,1,0,0,0,0,0,0,1,1,0,0,0,0.25,0.0,0.99999999997998,-0.5003033161661478,0.3170529801324503,0,0,single,0.014930682421374455,0.9850693175786256,High
607,106.7,1253.9,Month-to-month,Fiber optic,1,0,6,0,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,2,2,1,0.75,2.2083333333333286,1.021134061717638,1.2003335729356832,0.8791989664082688,1,1,single,0.893009750668554,0.10699024933144596,Medium
18,94.4,857.25,Month-to-month,Fiber optic,0,0,4,0,0,1,Electronic check,Female,1,0,0,1,0,0,0,0,0,2,0,1,0.5,-0.8499999999999943,0.9910761154751593,0.22900275437997883,0.5515180878552972,0,0,single_with_kids,0.8232914946188058,0.1767085053811942,Medium
4576,88.4,788.6,Month-to-month,Fiber optic,1,0,3,0,0,0,Mailed check,Female,1,0,0,0,1,0,0,1,0,2,0,0,0.375,0.7777777777777857,1.0088764899707332,-0.24481715711060872,0.40132428940568476,0,0,single,0.7609026963317224,0.23909730366827764,Medium
4470,19.45,19.45,Month-to-month,No,0,0,1,0,0,0,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.0,0.9999999999485861,-0.7523518271197732,0.12796052631578947,0,0,single,0.2323825256520566,0.7676174743479434,High
6837,19.65,1025.05,Two year,No,0,0,1,0,0,0,Mailed check,Male,24,1,0,0,1,0,0,0,0,0,0,0,0.5,-0.0625,0.9968294229044095,-0.6598277245107357,0.22302631578947368,0,0,single,0.9991616829745511,0.0008383170254488981,Low
5309,44.45,369.3,Month-to-month,DSL,0,0,1,0,0,0,Mailed check,Female,1,0,0,0,1,0,0,0,0,0,0,0,0.125,-1.7124999999999986,0.9629027890395256,-0.8384284526751933,0.17922185430463577,0,0,single,0.8302018958011199,0.16979810419888008,Medium
430,45.05,770.6,Month-to-month,DSL,1,0,1,1,0,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,0,0,0.125,-0.279411764705884,0.9938359719479689,-0.8015420741469341,0.21026490066225165,0,0,single,0.935683346407024,0.064316653592976,Low
657,19.4,19.4,Month-to-month,No,0,0,1,0,0,0,Mailed check,Male,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.0,0.9999999999484536,-0.775482852772033,0.10855263157894737,0,0,single,0.308550284161814,0.691449715838186,High
2351,70.9,4911.35,Two year,DSL,0,1,6,0,1,0,Credit card (automatic),Female,24,1,1,0,0,0,0,1,0,0,4,1,0.75,-1.3257352941176492,0.9816445579999894,0.7876460674455805,0.7711092715231788,1,0,couple_no_kids,0.9997025222038287,0.000297477796171286,Low
2936,19.5,106.8,Month-to-month,No,0,1,1,1,0,0,Bank transfer (automatic),Female,1,0,0,0,0,0,0,1,0,0,0,0,0.5,1.6999999999999993,1.0955056179159828,-0.7292208014675134,0.14769736842105263,0,0,single,0.8528849246872096,0.14711507531279044,Medium
5439,104.25,6812.95,Month-to-month,Fiber optic,1,0,6,0,1,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,2,2,1,0.75,-0.5646153846153794,0.9946131998525383,1.0068571090770262,0.8065245478036176,1,1,couple_no_kids,0.9937381692725539,0.006261830727446127,Low
2819,19.85,1188.25,Two year,No,0,0,1,0,1,1,Mailed check,Male,24,1,0,0,1,0,0,0,0,0,0,0,0.5,-0.2898305084745765,0.985609088947485,-0.5673036219016966,0.3299342105263158,0,0,family,0.9995788426776123,0.00042115732238767745,Low
2101,89.05,1886.25,Month-to-month,Fiber optic,1,0,4,0,0,0,Electronic check,Female,1,0,0,1,0,0,0,1,0,1,2,1,0.5,3.3113636363636374,1.038621603698953,-0.1934866666991291,0.4123062015503876,0,0,single,0.9603092905451451,0.03969070945485487,Low
3258,60.2,1834.15,Month-to-month,DSL,1,0,3,0,1,1,Mailed check,Male,1,0,0,0,1,0,0,1,0,1,1,0,0.375,-3.0465517241379345,0.9518305481952931,0.12983898369161898,0.5807119205298014,0,0,family,0.9944121755146302,0.005587824485369763,Low
2934,50.05,50.05,Month-to-month,DSL,1,0,2,0,0,1,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,0,0,0.25,0.0,0.9999999999800201,-0.4941555864114382,0.3216059602649007,0,0,single_with_kids,0.04908850163157475,0.9509114983684253,High
6876,90.35,434.5,Month-to-month,Fiber optic,1,0,4,0,1,1,Mailed check,Male,1,0,0,0,1,0,0,1,0,1,2,1,0.5,3.4499999999999886,1.039700805511626,-0.09082568587616867,0.4641472868217054,0,0,family,0.9207860152761367,0.07921398472386332,Low
598,74.5,74.5,Month-to-month,Fiber optic,1,0,2,0,1,0,Electronic check,Male,1,0,0,1,0,0,0,1,0,0,0,0,0.25,0.0,0.9999999999865772,-1.3424999520638037,0.10981912144702842,0,0,couple_no_kids,2.2531682241444387e-05,0.9999774683177586,High
5764,56.9,2560.1,One year,DSL,0,0,4,0,1,1,Mailed check,Male,12,1,0,0,1,0,0,0,0,0,3,1,0.5,1.2456521739130437,1.0223819381871686,-0.07303609821380863,0.5161423841059603,0,0,family,0.9992213031320148,0.0007786968679851514,Low
6992,98.85,4947.55,One year,Fiber optic,1,0,5,0,1,0,Electronic check,Female,12,1,0,1,0,0,0,1,0,2,1,1,0.625,1.8392156862744997,1.0189588786263974,0.580419188735497,0.6671511627906976,0,0,couple_no_kids,0.9958461315291801,0.004153868470819888,Low
4271,20.55,184.95,One year,No,1,0,1,0,1,0,Mailed check,Male,12,1,0,0,1,0,0,1,0,0,0,0,0.5,3.736363636363638,1.22222222214953,-0.24346926277006464,0.6796052631578947,0,0,couple_no_kids,0.992335320370307,0.007664679629692972,Low
