row_id,S_at_h,ChurnRisk_at_h,RiskSegment,ValueMetric,ValueSegment,NextBestAction,HoldoutControl,RevProxy,ActionCost,ExpectedBenefit_placeholder
1793,0.9331276876537331,0.0668723123462669,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6304,0.9332085497592489,0.06679145024075106,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
2254,0.933370537824043,0.066629462175957,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4767,0.9334729347477597,0.06652706525224028,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5,0.9337781879224711,0.06622181207752886,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
115,0.9339419577127545,0.06605804228724554,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3864,0.9342114298039449,0.06578857019605511,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
143,0.9345720255785185,0.06542797442148152,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1963,0.934800232126519,0.06519976787348103,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
315,0.934826109700277,0.06517389029972298,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1216,0.9351935227904293,0.06480647720957067,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6316,0.9354486816225768,0.06455131837742323,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4729,0.9355450274392026,0.06445497256079735,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
2576,0.9355593200404417,0.06444067995955827,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
430,0.935683346407024,0.064316653592976,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4554,0.9359787366725668,0.06402126332743319,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2933,0.9360561640714894,0.0639438359285106,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6014,0.9367872690117918,0.06321273098820823,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4909,0.9368084787497261,0.06319152125027394,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2451,0.9382646303463473,0.06173536965365267,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2055,0.9383901464109534,0.06160985358904658,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5338,0.9388727230390012,0.061127276960998844,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
977,0.9391315281657192,0.06086847183428079,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
702,0.9395177022057919,0.060482297794208106,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3447,0.9395313532457661,0.06046864675423391,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6630,0.9398482742653663,0.060151725734633676,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
71,0.9400770875160769,0.05992291248392312,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
972,0.9401005940538765,0.05989940594612353,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
1824,0.9403441380177535,0.05965586198224648,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2023,0.9403707422774931,0.059629257722506934,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
830,0.9404765153086236,0.05952348469137636,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5047,0.9405145059466956,0.05948549405330439,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
691,0.9414612802047457,0.05853871979525427,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
760,0.9417823721434824,0.05821762785651763,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2996,0.9419281899255287,0.058071810074471264,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6178,0.9422654221753796,0.05773457782462044,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
409,0.9426098945076221,0.057390105492377885,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
1986,0.943814973224248,0.05618502677575199,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
287,0.943915320162697,0.05608467983730303,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6543,0.9440768446670383,0.05592315533296166,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
120,0.9440888822905642,0.0559111177094358,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
397,0.9441790538248904,0.055820946175109576,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
710,0.9447682825359852,0.055231717464014785,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1777,0.9468011937411402,0.053198806258859754,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5464,0.9468933163242241,0.05310668367577587,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6362,0.9475994804509503,0.05240051954904967,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
5519,0.9476863580815611,0.0523136419184389,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4379,0.9484199451526742,0.05158005484732575,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
428,0.9487211832126353,0.05127881678736468,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1032,0.9496518243012098,0.05034817569879024,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1293,0.9498266462158422,0.05017335378415777,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
277,0.9500567802221921,0.04994321977780791,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6521,0.9500894231371658,0.04991057686283418,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2161,0.9500901984822582,0.049909801517741825,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2700,0.9501060033179618,0.0498939966820382,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
147,0.9502680512267737,0.04973194877322629,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3334,0.9504520475891111,0.04954795241088894,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1660,0.9513148718570745,0.04868512814292547,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4265,0.9515537217615317,0.048446278238468254,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
443,0.9518444361971097,0.04815556380289032,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
186,0.9518719256444511,0.04812807435554889,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
614,0.9519277994906387,0.04807220050936134,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1371,0.9523339636030532,0.047666036396946776,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
697,0.9527674266935292,0.04723257330647079,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2937,0.9528802704654887,0.04711972953451127,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2787,0.9533932733636757,0.04660672663632426,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
257,0.953399153812688,0.04660084618731197,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
15,0.9536587050041102,0.04634129499588979,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2581,0.9537743707763352,0.0462256292236648,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1148,0.9538189346994116,0.04618106530058841,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
16,0.9543282032330851,0.04567179676691491,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2395,0.9544529533379857,0.04554704666201426,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
999,0.9545636727024769,0.045436327297523116,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
725,0.9550970217043065,0.04490297829569345,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1350,0.9551686493020687,0.044831350697931316,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6096,0.9556476747732333,0.04435232522676669,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2189,0.9558066194077847,0.04419338059221534,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1405,0.9558356381537925,0.044164361846207534,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
75,0.955908858546993,0.044091141453006966,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3856,0.9559478658756406,0.04405213412435938,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4780,0.9562543150220877,0.043745684977912314,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5948,0.9564165945563459,0.04358340544365413,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
1826,0.9566094655491917,0.043390534450808316,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6010,0.9566340113370451,0.043365988662954935,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2625,0.956701506120911,0.04329849387908902,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3479,0.956748911970869,0.043251088029131024,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3858,0.9569365901043434,0.0430634098956566,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1860,0.9574840346728606,0.042515965327139416,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
883,0.9579543294828925,0.0420456705171075,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
420,0.9585594078647706,0.04144059213522944,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1204,0.959061752211566,0.04093824778843402,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4443,0.9590780399578925,0.040921960042107464,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
261,0.959139436933896,0.04086056306610397,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
5623,0.9591439950832478,0.04085600491675223,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2563,0.9591945967321405,0.04080540326785953,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
128,0.9592052731699668,0.04079472683003316,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2071,0.9594711797973109,0.04052882020268911,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
525,0.959796627778018,0.040203372221982,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1232,0.9600806536155339,0.03991934638446615,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2101,0.9603092905451451,0.03969070945485487,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
112,0.9604065905688607,0.039593409431139315,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
569,0.9604093568067879,0.03959064319321215,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5865,0.9606212188026354,0.0393787811973646,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
6725,0.961096911331451,0.03890308866854897,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1845,0.9611264143070618,0.038873585692938195,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5132,0.9613330073819907,0.03866699261800932,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2598,0.9618828727697358,0.03811712723026417,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3731,0.9620364758843873,0.03796352411561266,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3405,0.9622693201498792,0.037730679850120796,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
829,0.9623245679835809,0.0376754320164191,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2358,0.9624292408629194,0.037570759137080634,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1048,0.962518395396216,0.037481604603784024,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3207,0.9629264017567554,0.03707359824324463,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4201,0.9630693962009297,0.036930603799070316,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5930,0.9631424706955892,0.036857529304410774,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3058,0.9631876727706126,0.03681232722938743,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
1475,0.9632200016779698,0.03677999832203016,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
542,0.9637384056847197,0.03626159431528031,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6139,0.964002443715565,0.03599755628443502,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
4885,0.9640259100372355,0.03597408996276452,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4111,0.9645346942042688,0.03546530579573115,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4550,0.9649384928802396,0.035061507119760416,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6738,0.9656004783433911,0.03439952165660887,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1983,0.9659100724191931,0.03408992758080687,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6842,0.966029381428681,0.033970618571319,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3043,0.9660679455810124,0.03393205441898761,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6546,0.9661503348664775,0.0338496651335225,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5321,0.9661960962449936,0.033803903755006415,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6069,0.9663012679123925,0.03369873208760754,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5454,0.9666007226886715,0.033399277311328524,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4432,0.9666697360786662,0.03333026392133376,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1360,0.9668453126065394,0.03315468739346061,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2015,0.9668822196260465,0.03311778037395352,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1271,0.9673140239811133,0.032685976018886675,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
926,0.9674400133828365,0.03255998661716353,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1268,0.9680179543809821,0.03198204561901785,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1988,0.9680331153153284,0.03196688468467157,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1506,0.9680996791305925,0.03190032086940753,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
1844,0.9682048906774682,0.03179510932253182,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5323,0.9683472894337519,0.03165271056624808,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2940,0.9685457110480274,0.03145428895197255,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
784,0.968610267965056,0.031389732034943996,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6055,0.9686585138974997,0.031341486102500316,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5245,0.9687128601751818,0.03128713982481823,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1764,0.9689050713172934,0.03109492868270658,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2203,0.9690918689767929,0.030908131023207108,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5871,0.9690989973907704,0.030901002609229566,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3153,0.9700967993463672,0.029903200653632833,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1018,0.9701638584518021,0.029836141548197914,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5831,0.9703299855800495,0.02967001441995054,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
856,0.9706117805908361,0.029388219409163918,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
6392,0.9706430432283635,0.029356956771636522,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5046,0.9707168897242041,0.029283110275795887,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1878,0.9707628520649026,0.029237147935097352,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1161,0.9709303880196233,0.02906961198037672,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6066,0.9710295110515813,0.028970488948418693,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2372,0.9711363231432197,0.028863676856780263,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
3429,0.9712537272336973,0.028746272766302705,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3996,0.9712758166660709,0.02872418333392912,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1362,0.9713316070885614,0.028668392911438634,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
6397,0.9714445251481837,0.02855547485181631,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6154,0.97165813900713,0.02834186099286995,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1083,0.9717316423311488,0.028268357668851163,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1411,0.9717338710014232,0.028266128998576834,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3929,0.9717900598748163,0.02820994012518374,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3582,0.9721772812171399,0.027822718782860134,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4747,0.9722115969375621,0.027788403062437905,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2642,0.9722733545889009,0.02772664541109915,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2559,0.972603212656148,0.02739678734385198,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
134,0.9737050544908259,0.026294945509174106,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1356,0.9737638338790561,0.026236166120943927,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6688,0.9738786355585439,0.026121364441456074,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1130,0.9745323228401481,0.025467677159851876,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
5521,0.9752643056538745,0.024735694346125547,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
6995,0.9756241710669082,0.02437582893309176,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5995,0.9757322571982373,0.024267742801762693,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
519,0.976084145026486,0.023915854973514006,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1753,0.9761807913417311,0.02381920865826892,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5220,0.9762086686057193,0.02379133139428069,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5379,0.976449495186184,0.023550504813816042,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2394,0.9765839962119199,0.023416003788080064,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",True,0.05,1.5,0.0
4129,0.9767704533865762,0.0232295466134238,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6009,0.9771820898288489,0.02281791017115109,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5620,0.9773291765496138,0.02267082345038618,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2362,0.97762601972868,0.022373980271319982,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
817,0.9776739714823776,0.022326028517622443,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3680,0.9776945221871844,0.022305477812815555,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1240,0.9780199942635155,0.02198000573648451,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6572,0.9782266989777711,0.021773301022228853,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4039,0.9788486011268092,0.02115139887319084,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1480,0.9789368425612692,0.021063157438730773,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
1358,0.9793013328251654,0.020698667174834595,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6677,0.9793705553770259,0.020629444622974114,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
6601,0.979445591432833,0.02055440856716695,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
4666,0.9795811256512864,0.02041887434871359,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
5600,0.9796542549109312,0.020345745089068834,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
3855,0.9797766308417608,0.02022336915823919,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
135,0.9797780678749789,0.020221932125021103,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
2208,0.979788060914609,0.020211939085390984,Low,1.0,High,"Monitor & Nurture (exclusive content, loyalty rewards)",False,0.05,1.5,0.0
